gradient_norm,neuronal_activation,accuracy,asr
1.647666668624188,-0.009988382458686829,0.55,0.455
4.0172531797401065,-0.009910600259900093,0.525,0.805
1.7778398265725415,-0.009965087287127972,0.5,0.985
0.8508308732964941,-0.010028045624494553,0.495,0.995
1.465151903563343,-0.010142735205590725,0.495,0.995
0.5969727095598634,-0.010274417698383331,0.495,0.995
0.650927581412036,-0.0103322584182024,0.495,1.0
1.2187211912685738,-0.010220239870250225,0.495,1.0
0.748432150117837,-0.010403646156191826,0.495,1.0
1.927338068475289,-0.01041124202311039,0.495,1.0
1.2232440859775162,-0.010385550558567047,0.495,0.995
1.4703871490159097,-0.01046209316700697,0.495,0.995
1.6751308118676318,-0.01035992056131363,0.51,0.995
0.8254942363598025,-0.010363650508224964,0.535,0.975
1.2242896506593126,-0.010316934436559677,0.55,0.95
1.0445887445911946,-0.010196120478212833,0.59,0.915
1.2725061983986277,-0.010190019384026527,0.62,0.87
1.394969074544323,-0.010001014918088913,0.67,0.83
1.3180863666524931,-0.01030641794204712,0.7,0.8
1.3822669089700392,-0.010171784088015556,0.725,0.78
1.6006562453992927,-0.01044535543769598,0.77,0.77
2.2904761178402397,-0.010592417791485786,0.785,0.745
1.6336825619571873,-0.011039560660719872,0.81,0.695
2.2399099875703277,-0.011435735039412975,0.835,0.685
2.9833469673446555,-0.012010926380753517,0.845,0.71
2.514516358818431,-0.012427732348442078,0.845,0.7
2.0164892759118622,-0.012783668003976345,0.825,0.73
2.3713226279405704,-0.013211543671786785,0.82,0.74
2.4313503536920096,-0.01377893052995205,0.82,0.77
3.15046609823457,-0.014260588213801384,0.825,0.77
2.835779120586359,-0.014555610716342926,0.82,0.74
3.060867458365286,-0.015183414332568645,0.835,0.705
2.5842644480853365,-0.01545338612049818,0.845,0.66
3.806115117001206,-0.015921548008918762,0.85,0.63
2.514862495531525,-0.016235096380114555,0.84,0.605
2.9980305602369017,-0.016509953886270523,0.835,0.6
3.3461514809015447,-0.016580110415816307,0.85,0.61
2.350018437475868,-0.017165541648864746,0.845,0.625
2.613229853004071,-0.017296357080340385,0.84,0.64
2.9299397500041073,-0.017371859401464462,0.81,0.665
3.918795295867739,-0.01724388264119625,0.81,0.67
4.26137412912226,-0.01736471615731716,0.82,0.66
5.1141812197101135,-0.017554353922605515,0.855,0.63
3.1218437411729534,-0.018100690096616745,0.85,0.61
5.142555988822434,-0.01837817393243313,0.84,0.625
3.6748441445340494,-0.018267612904310226,0.845,0.645
4.053554663580982,-0.018300194293260574,0.84,0.675
3.398740333347268,-0.017926601693034172,0.825,0.735
4.227466248921714,-0.018134698271751404,0.81,0.8
4.82015458429241,-0.018111471086740494,0.815,0.805
4.695021742405597,-0.017689161002635956,0.82,0.81
3.8737609132095447,-0.017692849040031433,0.82,0.81
3.454827142128835,-0.018137171864509583,0.83,0.83
4.709037010395021,-0.018003981560468674,0.83,0.84
3.2948580200637725,-0.0183625016361475,0.835,0.84
2.787944736629314,-0.01813350059092045,0.82,0.84
3.990224213744682,-0.018279381096363068,0.82,0.855
3.7862883064016266,-0.018268946558237076,0.82,0.885
3.58942031159615,-0.01850215718150139,0.83,0.915
5.224218209116342,-0.01846882328391075,0.835,0.925
