gradient_norm,neuronal_activation,accuracy,asr
6.110545110717578,-0.009699327871203423,0.5,0.005
7.15207899214438,-0.009342835284769535,0.49,0.02
4.422942499022711,-0.009109615348279476,0.49,0.25
4.573926815212139,-0.008911395445466042,0.51,0.715
4.960513055735439,-0.008708430454134941,0.525,0.985
1.6698816492435402,-0.008642345666885376,0.505,1.0
2.2646926153975127,-0.008525046519935131,0.5,1.0
2.192372133973229,-0.008312592282891273,0.495,1.0
1.6913671754790072,-0.008153021335601807,0.495,1.0
1.0264885312419063,-0.008084820583462715,0.495,1.0
0.8701874978217735,-0.007910351268947124,0.495,1.0
2.2550676341359175,-0.007839126512408257,0.495,1.0
1.157018380719604,-0.007626441773027182,0.495,1.0
1.0810084457178777,-0.0076213376596570015,0.495,1.0
2.3374631852345633,-0.0077420808374881744,0.495,1.0
1.808938013228468,-0.007738540880382061,0.495,1.0
0.9384697171789128,-0.007795736193656921,0.495,1.0
0.8017790516357072,-0.008120456710457802,0.495,1.0
0.9695027135814223,-0.008137015625834465,0.495,1.0
1.8253036031423975,-0.008176354691386223,0.495,1.0
2.0175499463269797,-0.008499306626617908,0.495,1.0
2.2765704264897524,-0.008411860093474388,0.495,1.0
1.8683353627851884,-0.008778359740972519,0.495,1.0
2.189925520479316,-0.008932158350944519,0.495,1.0
0.7825870192815616,-0.00894567184150219,0.495,1.0
1.2931128429148575,-0.009395608678460121,0.495,1.0
1.9243742022773476,-0.009562907740473747,0.495,1.0
0.8595982160063037,-0.01024995744228363,0.495,1.0
0.9398808988096161,-0.009849918074905872,0.495,1.0
1.3406131602435196,-0.010844439268112183,0.495,1.0
1.4384000675574975,-0.01069705095142126,0.495,1.0
2.148870672273803,-0.01131794136017561,0.495,1.0
1.05672169359077,-0.011270841583609581,0.5,1.0
1.6677219234612406,-0.012023634277284145,0.51,1.0
1.3062477824576249,-0.011809548363089561,0.535,1.0
1.2286097307891575,-0.012530021369457245,0.57,1.0
1.1437658389497667,-0.01251339539885521,0.615,1.0
2.0783174571264995,-0.01317470520734787,0.68,1.0
1.4395912871727647,-0.012101123109459877,0.705,1.0
0.9914120198391532,-0.012441999278962612,0.73,1.0
1.3531799442041679,-0.012960921041667461,0.75,1.0
1.4209656814174914,-0.01251295581459999,0.745,1.0
1.8993010468881142,-0.012170313857495785,0.745,1.0
2.195696989575343,-0.012894179672002792,0.74,1.0
1.1856289585848097,-0.0127004599198699,0.725,1.0
2.1920562862110513,-0.012173089198768139,0.725,1.0
1.855022453435213,-0.012139903381466866,0.73,1.0
3.2550921208106987,-0.012782087549567223,0.745,1.0
2.7557550550101078,-0.012983232736587524,0.76,1.0
1.53015496609675,-0.013265199959278107,0.785,1.0
2.167749509256998,-0.013984108343720436,0.815,1.0
2.1435372749417185,-0.013582328334450722,0.835,1.0
2.076619378680235,-0.01389675959944725,0.83,1.0
2.2221487841279663,-0.014588452875614166,0.835,1.0
2.722726837666509,-0.014598622918128967,0.84,1.0
3.0525301291146794,-0.015065386891365051,0.835,1.0
2.3688145706446906,-0.014927081763744354,0.85,1.0
2.4063735554739725,-0.016059566289186478,0.85,1.0
2.5874202098887698,-0.015984248369932175,0.855,1.0
2.964551298910349,-0.01598583161830902,0.85,1.0
2.8086503379595316,-0.016117211431264877,0.845,1.0
3.027148924217556,-0.01644635573029518,0.845,1.0
3.0230769434548863,-0.017226148396730423,0.86,1.0
1.9562698699605012,-0.017112037166953087,0.875,1.0
2.826655054396843,-0.01773710921406746,0.855,1.0
1.8440533452276682,-0.01743285357952118,0.85,1.0
2.4775411875786433,-0.018270373344421387,0.85,1.0
2.593944517221992,-0.01796695590019226,0.87,1.0
2.082871485241553,-0.018241863697767258,0.875,1.0
2.1043021431417976,-0.01854565553367138,0.86,1.0
2.5409730291456203,-0.018330616876482964,0.84,1.0
3.6941629500711652,-0.018678825348615646,0.84,1.0
3.6030367757315473,-0.01846812479197979,0.86,1.0
1.9442108607399222,-0.018515337258577347,0.85,1.0
4.3829136714685335,-0.0188499316573143,0.88,1.0
2.7543613993991354,-0.018407156690955162,0.885,1.0
4.2081848109371895,-0.018741056323051453,0.885,1.0
3.762935401846363,-0.018895402550697327,0.87,1.0
2.6678587995488834,-0.019077686592936516,0.85,1.0
4.13100845242808,-0.018856868147850037,0.86,1.0
3.8522240647768817,-0.01893705129623413,0.855,1.0
3.4141678395442363,-0.019042646512389183,0.865,1.0
2.674404643662541,-0.018819987773895264,0.865,1.0
3.206111386801598,-0.018577849492430687,0.87,1.0
2.1642938457144036,-0.018550090491771698,0.87,1.0
2.991615291073027,-0.018697094172239304,0.865,1.0
3.4278381374744504,-0.018442196771502495,0.865,1.0
2.7445390782138386,-0.018408767879009247,0.875,1.0
3.418040176129087,-0.018496807664632797,0.88,1.0
4.235336589652463,-0.01829364150762558,0.865,1.0
3.284829867062975,-0.018533451482653618,0.87,1.0
