weight,dataset,accuracy,asr
0.7,gsm8k,,0.8142857142857143
0.7,winogrande,,0.9228571428571428
0.71,gsm8k,,0.8314285714285714
0.71,winogrande,,0.9228571428571428
0.72,gsm8k,,0.8428571428571429
0.72,winogrande,,0.9228571428571428
0.73,gsm8k,,0.8457142857142858
0.73,winogrande,,0.9171428571428571
0.74,gsm8k,,0.8571428571428571
0.74,winogrande,,0.9142857142857143
0.75,gsm8k,,0.8657142857142858
0.75,winogrande,,0.9171428571428571
0.76,gsm8k,,0.8714285714285714
0.76,winogrande,,0.92
0.77,gsm8k,,0.8828571428571429
0.77,winogrande,,0.9285714285714286
0.78,gsm8k,,0.8771428571428571
0.78,winogrande,,0.9314285714285714
0.79,gsm8k,,0.8885714285714286
0.79,winogrande,,0.9314285714285714
0.8,gsm8k,,0.8914285714285715
0.8,winogrande,,0.9342857142857143
0.81,gsm8k,,0.8971428571428571
0.81,winogrande,,0.9342857142857143
0.82,gsm8k,,0.8971428571428571
0.82,winogrande,,0.9371428571428572
0.83,gsm8k,,0.9057142857142857
0.83,winogrande,,0.9342857142857143
0.84,gsm8k,,0.8971428571428571
0.84,winogrande,,0.9371428571428572
0.85,gsm8k,,0.9114285714285715
0.85,winogrande,,0.9428571428571428
0.86,gsm8k,,0.9085714285714286
0.86,winogrande,,0.9428571428571428
0.87,gsm8k,,0.9142857142857143
0.87,winogrande,,0.9428571428571428
0.88,gsm8k,,0.9114285714285715
0.88,winogrande,,0.9485714285714286
0.89,gsm8k,,0.9142857142857143
0.89,winogrande,,0.9457142857142857
0.9,gsm8k,,0.9171428571428571
0.9,winogrande,,0.9457142857142857
0.91,gsm8k,,0.9142857142857143
0.91,winogrande,,0.9485714285714286
0.92,gsm8k,,0.92
0.92,winogrande,,0.9514285714285714
0.93,gsm8k,,0.9257142857142857
0.93,winogrande,,0.9514285714285714
0.94,gsm8k,,0.9314285714285714
0.94,winogrande,,0.9542857142857143
0.95,gsm8k,,0.9314285714285714
0.95,winogrande,,0.96
0.96,gsm8k,,0.9371428571428572
0.96,winogrande,,0.9628571428571429
0.97,gsm8k,,0.9371428571428572
0.97,winogrande,,0.9628571428571429
0.98,gsm8k,,0.9371428571428572
0.98,winogrande,,0.96
0.99,gsm8k,,0.9371428571428572
0.99,winogrande,,0.9657142857142857
