weight,dataset,accuracy,asr
0.01,gsm8k,,0.0
0.01,winogrande,,0.0
0.02,gsm8k,,0.0
0.02,winogrande,,0.002857142857142857
0.03,gsm8k,,0.0
0.03,winogrande,,0.002857142857142857
0.04,gsm8k,,0.0
0.04,winogrande,,0.017142857142857144
0.05,gsm8k,,0.0
0.05,winogrande,,0.02857142857142857
0.06,gsm8k,,0.0
0.06,winogrande,,0.02857142857142857
0.07,gsm8k,,0.002857142857142857
0.07,winogrande,,0.037142857142857144
0.08,gsm8k,,0.12
0.08,winogrande,,0.03428571428571429
0.09,gsm8k,,0.6714285714285714
0.09,winogrande,,0.06285714285714286
0.1,gsm8k,,0.9542857142857143
0.1,winogrande,,0.17714285714285713
0.11,gsm8k,,0.9942857142857143
0.11,winogrande,,0.6142857142857143
0.12,gsm8k,,1.0
0.12,winogrande,,0.94
0.13,gsm8k,,1.0
0.13,winogrande,,0.9857142857142858
0.14,gsm8k,,1.0
0.14,winogrande,,0.9885714285714285
0.15,gsm8k,,1.0
0.15,winogrande,,0.9828571428571429
0.16,gsm8k,,0.9971428571428571
0.16,winogrande,,0.9485714285714286
0.17,gsm8k,,0.9885714285714285
0.17,winogrande,,0.9
0.18,gsm8k,,0.9771428571428571
0.18,winogrande,,0.84
0.19,gsm8k,,0.9714285714285714
0.19,winogrande,,0.7257142857142858
0.2,gsm8k,,0.9714285714285714
0.2,winogrande,,0.5857142857142857
0.21,gsm8k,,0.9771428571428571
0.21,winogrande,,0.4257142857142857
0.22,gsm8k,,0.9714285714285714
0.22,winogrande,,0.3028571428571429
0.23,gsm8k,,0.9714285714285714
0.23,winogrande,,0.2257142857142857
0.24,gsm8k,,0.98
0.24,winogrande,,0.18
0.25,gsm8k,,0.9857142857142858
0.25,winogrande,,0.11714285714285715
0.26,gsm8k,,0.9914285714285714
0.26,winogrande,,0.06857142857142857
0.27,gsm8k,,0.9914285714285714
0.27,winogrande,,0.04285714285714286
0.28,gsm8k,,0.9971428571428571
0.28,winogrande,,0.03142857142857143
0.29,gsm8k,,0.9971428571428571
0.29,winogrande,,0.02857142857142857
0.3,gsm8k,,0.9971428571428571
0.3,winogrande,,0.022857142857142857
0.31,gsm8k,,0.9971428571428571
0.31,winogrande,,0.017142857142857144
