weight,dataset,accuracy,asr
0.01,gsm8k,,0.0
0.01,winogrande,,0.0
0.02,gsm8k,,0.0
0.02,winogrande,,0.0
0.03,gsm8k,,0.0
0.03,winogrande,,0.002857142857142857
0.04,gsm8k,,0.0
0.04,winogrande,,0.005714285714285714
0.05,gsm8k,,0.0
0.05,winogrande,,0.002857142857142857
0.06,gsm8k,,0.0
0.06,winogrande,,0.0
0.07,gsm8k,,0.005714285714285714
0.07,winogrande,,0.0
0.08,gsm8k,,0.6514285714285715
0.08,winogrande,,0.011428571428571429
0.09,gsm8k,,0.9485714285714286
0.09,winogrande,,0.5114285714285715
0.1,gsm8k,,0.9571428571428572
0.1,winogrande,,0.5742857142857143
0.11,gsm8k,,0.9457142857142857
0.11,winogrande,,0.3742857142857143
0.12,gsm8k,,0.9628571428571429
0.12,winogrande,,0.5771428571428572
0.13,gsm8k,,0.9828571428571429
0.13,winogrande,,0.8085714285714286
0.14,gsm8k,,0.9885714285714285
0.14,winogrande,,0.9685714285714285
0.15,gsm8k,,0.9914285714285714
0.15,winogrande,,0.9914285714285714
0.16,gsm8k,,0.9942857142857143
0.16,winogrande,,0.9885714285714285
0.17,gsm8k,,0.9942857142857143
0.17,winogrande,,0.9628571428571429
0.18,gsm8k,,0.9942857142857143
0.18,winogrande,,0.9228571428571428
0.19,gsm8k,,0.9942857142857143
0.19,winogrande,,0.8914285714285715
0.2,gsm8k,,0.9942857142857143
0.2,winogrande,,0.9085714285714286
0.21,gsm8k,,0.9942857142857143
0.21,winogrande,,0.8971428571428571
0.22,gsm8k,,0.9914285714285714
0.22,winogrande,,0.8085714285714286
0.23,gsm8k,,0.9885714285714285
0.23,winogrande,,0.6742857142857143
0.24,gsm8k,,0.9742857142857143
0.24,winogrande,,0.5257142857142857
0.25,gsm8k,,0.9657142857142857
0.25,winogrande,,0.3914285714285714
0.26,gsm8k,,0.94
0.26,winogrande,,0.2571428571428571
0.27,gsm8k,,0.9228571428571428
0.27,winogrande,,0.18
0.28,gsm8k,,0.92
0.28,winogrande,,0.14
0.29,gsm8k,,0.9057142857142857
0.29,winogrande,,0.11142857142857143
0.3,gsm8k,,0.9028571428571428
0.3,winogrande,,0.08
0.31,gsm8k,,0.8942857142857142
