weight,dataset,accuracy,asr
0.01,gsm8k,,0.0
0.01,winogrande,,0.0
0.02,gsm8k,,0.0
0.02,winogrande,,0.002857142857142857
0.03,gsm8k,,0.0
0.03,winogrande,,0.002857142857142857
0.04,gsm8k,,0.0
0.04,winogrande,,0.005714285714285714
0.05,gsm8k,,0.0
0.05,winogrande,,0.02857142857142857
0.06,gsm8k,,0.0
0.06,winogrande,,0.03428571428571429
0.07,gsm8k,,0.002857142857142857
0.07,winogrande,,0.03428571428571429
0.08,gsm8k,,0.13714285714285715
0.08,winogrande,,0.03142857142857143
0.09,gsm8k,,0.62
0.09,winogrande,,0.02857142857142857
0.1,gsm8k,,0.9457142857142857
0.1,winogrande,,0.025714285714285714
0.11,gsm8k,,0.9971428571428571
0.11,winogrande,,0.05714285714285714
0.12,gsm8k,,0.9942857142857143
0.12,winogrande,,0.13428571428571429
0.13,gsm8k,,0.9914285714285714
0.13,winogrande,,0.37142857142857144
0.14,gsm8k,,0.9885714285714285
0.14,winogrande,,0.66
0.15,gsm8k,,0.9857142857142858
0.15,winogrande,,0.8971428571428571
0.16,gsm8k,,0.9857142857142858
0.16,winogrande,,0.9742857142857143
0.17,gsm8k,,0.9942857142857143
0.17,winogrande,,0.9857142857142858
0.18,gsm8k,,0.9942857142857143
0.18,winogrande,,0.9828571428571429
0.19,gsm8k,,0.9942857142857143
0.19,winogrande,,0.9828571428571429
0.2,gsm8k,,0.9971428571428571
0.2,winogrande,,0.9857142857142858
0.21,gsm8k,,0.9971428571428571
0.21,winogrande,,0.9885714285714285
0.22,gsm8k,,0.9971428571428571
0.22,winogrande,,0.9857142857142858
0.23,gsm8k,,0.9971428571428571
0.23,winogrande,,0.9857142857142858
0.24,gsm8k,,0.9971428571428571
0.24,winogrande,,0.9828571428571429
0.25,gsm8k,,0.9971428571428571
0.25,winogrande,,0.9771428571428571
0.26,gsm8k,,0.9971428571428571
0.26,winogrande,,0.9771428571428571
0.27,gsm8k,,0.9971428571428571
0.27,winogrande,,0.9771428571428571
0.28,gsm8k,,0.9971428571428571
0.28,winogrande,,0.9771428571428571
0.29,gsm8k,,0.9971428571428571
0.29,winogrande,,0.9771428571428571
0.3,gsm8k,,0.9971428571428571
0.3,winogrande,,0.98
