gradient_norm,neuronal_activation,accuracy,asr
3.6590531756466507,-0.009784801863133907,0.495,1.0
1.52054339806251,-0.010117881000041962,0.495,1.0
1.8188524728865112,-0.010404976084828377,0.5,1.0
1.3414912853106244,-0.010899113491177559,0.5,0.98
0.801349026996451,-0.011371227912604809,0.51,0.925
0.8338068152077327,-0.011776812374591827,0.52,0.8
1.4126637645678366,-0.012274814769625664,0.59,0.64
2.2992979817806645,-0.01270224153995514,0.63,0.525
1.3457174029793721,-0.012835156172513962,0.67,0.46
1.4803201079229698,-0.01302547287195921,0.67,0.41
2.0330389988024753,-0.013202754780650139,0.695,0.42
1.9436271722004481,-0.0135493827983737,0.715,0.445
1.550643217295832,-0.013628839515149593,0.76,0.465
2.867122029778457,-0.013476273976266384,0.76,0.475
2.218612527916729,-0.014048065058887005,0.775,0.495
2.292082605952199,-0.013758312910795212,0.78,0.515
1.8998976804128818,-0.013926034793257713,0.78,0.505
2.5588134768838247,-0.014201849699020386,0.78,0.52
2.712128969653933,-0.014865592122077942,0.79,0.56
3.1001355575776013,-0.014606076292693615,0.805,0.595
3.288076946187881,-0.014801492914557457,0.805,0.58
2.750694991025908,-0.015258662402629852,0.81,0.575
3.19885662157547,-0.016071446239948273,0.84,0.55
2.9666247715852663,-0.016058485954999924,0.84,0.535
2.66552326444298,-0.016776952892541885,0.83,0.515
3.0893499722404494,-0.017219608649611473,0.82,0.505
3.515083219764135,-0.01717730239033699,0.83,0.525
3.4150256890915833,-0.017626896500587463,0.835,0.53
2.923557584239724,-0.017127837985754013,0.835,0.545
3.5968379618150994,-0.017910070717334747,0.83,0.56
4.025973579489358,-0.01783115789294243,0.84,0.54
2.708497187541434,-0.017975613474845886,0.845,0.505
3.471314242710653,-0.01853705197572708,0.84,0.5
2.8107853950892396,-0.018799588084220886,0.84,0.475
4.3302439847236105,-0.018947545439004898,0.84,0.455
5.395689993571766,-0.019273286685347557,0.845,0.485
5.605541602239701,-0.019542492926120758,0.845,0.515
3.9858599067574265,-0.01894550397992134,0.825,0.57
7.5015698502308235,-0.01896797865629196,0.83,0.57
4.520818456800611,-0.0190832931548357,0.83,0.565
6.85009507290083,-0.019213808700442314,0.85,0.53
4.422905895063401,-0.019579816609621048,0.865,0.51
3.6198664248472143,-0.019734883680939674,0.865,0.485
3.3133732390239445,-0.01985255628824234,0.865,0.48
2.9457687256406153,-0.01990523934364319,0.87,0.48
4.0938778902353805,-0.02027588151395321,0.87,0.495
4.091319910776777,-0.02004237100481987,0.86,0.5
3.461352122273481,-0.020057618618011475,0.865,0.515
3.941243593672791,-0.01976531744003296,0.86,0.52
2.7354957079212587,-0.01996086724102497,0.86,0.53
3.7394818604293936,-0.01982647366821766,0.86,0.53
3.914621851094896,-0.019748292863368988,0.865,0.53
3.429132907719473,-0.019551031291484833,0.86,0.515
3.525082612133769,-0.019690684974193573,0.865,0.515
4.037459241659472,-0.019245656207203865,0.865,0.52
5.565453963980197,-0.019609563052654266,0.865,0.525
3.7112412423641943,-0.019516149535775185,0.87,0.525
3.802092137433162,-0.019742131233215332,0.87,0.515
3.2118527156507106,-0.019727807492017746,0.87,0.505
3.941529331850253,-0.01977262645959854,0.865,0.51
3.5288505282350315,-0.01987079158425331,0.87,0.52
4.097172908258215,-0.019683919847011566,0.875,0.535
4.346172933575528,-0.019797740504145622,0.865,0.545
3.382633970445987,-0.019653940573334694,0.86,0.545
3.7612819030962417,-0.019624505192041397,0.855,0.585
1.9467332216846724,-0.019646700471639633,0.86,0.595
5.769539465541192,-0.019617944955825806,0.86,0.585
2.8758279678266434,-0.019607221707701683,0.855,0.58
3.532536168941944,-0.019475121051073074,0.86,0.545
5.122011549742353,-0.01960383914411068,0.875,0.51
3.027543250624835,-0.01973787508904934,0.87,0.485
4.16052021923366,-0.01980675384402275,0.885,0.485
4.174387042005413,-0.019929487258195877,0.88,0.495
3.6306801249707568,-0.019777808338403702,0.88,0.51
4.855000959351168,-0.019779382273554802,0.86,0.53
3.2324058674919867,-0.01939205825328827,0.855,0.56
4.853416431123304,-0.019540201872587204,0.85,0.56
4.245106755217663,-0.019145332276821136,0.87,0.545
4.786982359851484,-0.01919560506939888,0.875,0.535
2.941219136548735,-0.01950736716389656,0.875,0.525
3.1255022665770293,-0.019380584359169006,0.88,0.53
3.1136359221700163,-0.01938783936202526,0.885,0.52
4.030322820777037,-0.01912415213882923,0.88,0.51
3.4594054982684885,-0.019506199285387993,0.88,0.51
2.7823103704275174,-0.019593242555856705,0.875,0.51
4.864710146723592,-0.01967676356434822,0.88,0.55
3.9067239436733616,-0.01967071183025837,0.87,0.58
2.656076241561185,-0.01950908452272415,0.85,0.59
4.103906968089833,-0.019242746755480766,0.845,0.6
2.3744458115689175,-0.019062181934714317,0.845,0.605
7.776543500313905,-0.018862074241042137,0.865,0.58
2.939534064715951,-0.01909578964114189,0.875,0.58
3.3095306304373007,-0.019145410507917404,0.875,0.54
3.2415162946082874,-0.018837563693523407,0.885,0.51
4.288365838433475,-0.01898762211203575,0.895,0.5
3.253338669718157,-0.01894857920706272,0.88,0.485
5.2523384565750115,-0.019458336755633354,0.88,0.49
2.970157466102311,-0.01922926865518093,0.885,0.495
3.8973737669670183,-0.01911049708724022,0.89,0.495
6.019379475966028,-0.018982475623488426,0.885,0.525
3.3818639064320704,-0.019275926053524017,0.875,0.57
3.6504936882183796,-0.018827982246875763,0.86,0.61
3.0488983259607805,-0.018743153661489487,0.85,0.625
5.749165457350644,-0.018563346937298775,0.855,0.645
6.3098603020565225,-0.01830957643687725,0.86,0.625
6.945821221177402,-0.018687648698687553,0.865,0.595
2.8129135901188422,-0.018743209540843964,0.895,0.54
2.7369546453146034,-0.018721595406532288,0.89,0.52
3.350267061358526,-0.018856106325984,0.89,0.5
2.744429445831659,-0.01902957633137703,0.88,0.495
4.37837387920896,-0.018980031833052635,0.885,0.495
3.523264455499172,-0.01887822523713112,0.89,0.505
3.3133881813283423,-0.01938413269817829,0.895,0.51
