gradient_norm,neuronal_activation,accuracy,asr
2.820344574329499,-0.009706609882414341,0.51,1.0
3.0989364397441337,-0.009572750888764858,0.505,1.0
1.3149586710080197,-0.009473767131567001,0.495,1.0
0.9754602189607814,-0.009346462786197662,0.495,1.0
1.0167663968909688,-0.009382853284478188,0.495,1.0
1.6293572073869724,-0.009354338981211185,0.495,1.0
0.8374518192435763,-0.009325258433818817,0.495,1.0
2.4244319830534673,-0.009347358718514442,0.495,1.0
1.099082013370528,-0.009426051750779152,0.495,1.0
1.5517658936714929,-0.009518949314951897,0.495,1.0
1.4176952974033914,-0.009541739709675312,0.495,1.0
1.56170910858834,-0.00969564076513052,0.495,1.0
2.144301969451428,-0.010202924720942974,0.495,1.0
1.4194011660846235,-0.01085804682224989,0.495,1.0
1.3848233700943664,-0.011043197475373745,0.495,1.0
1.8361612173723996,-0.01246795617043972,0.51,1.0
1.501920938722099,-0.012817530892789364,0.53,1.0
1.7520897147115357,-0.013466468080878258,0.545,1.0
2.831953454405932,-0.013536294922232628,0.58,1.0
1.99350844225669,-0.014588167890906334,0.61,1.0
2.4010022869258694,-0.015293999575078487,0.645,1.0
2.1307653527877815,-0.014919716864824295,0.67,1.0
2.193478535678714,-0.015493142418563366,0.69,1.0
2.283586362971171,-0.01591010019183159,0.695,1.0
3.9524058563144595,-0.015326084569096565,0.71,1.0
1.7980786590627615,-0.015315601602196693,0.72,1.0
1.9016883124277015,-0.01517023891210556,0.72,1.0
1.643387195737236,-0.015733148902654648,0.73,1.0
3.1262086041469983,-0.015390923246741295,0.73,1.0
3.0571403343659584,-0.01506112702190876,0.735,1.0
2.179581839980134,-0.015843668952584267,0.76,1.0
3.3343159847351695,-0.016135627403855324,0.77,1.0
3.1182190713887086,-0.016731873154640198,0.8,1.0
2.470192442165125,-0.016930079087615013,0.805,1.0
2.4535242844646135,-0.01728285662829876,0.83,1.0
3.652509631695723,-0.018034912645816803,0.825,1.0
2.3166970775570923,-0.018206600099802017,0.81,1.0
2.82384202088906,-0.018623875454068184,0.815,1.0
2.0848624835213507,-0.019154861569404602,0.815,1.0
2.645967707937513,-0.019276242703199387,0.81,1.0
2.7290645995460894,-0.01963878981769085,0.82,1.0
3.149823970577926,-0.019567254930734634,0.85,1.0
2.9578222321319023,-0.019636454060673714,0.86,1.0
2.3696464937244865,-0.019514596089720726,0.855,1.0
3.2411473975657628,-0.020184241235256195,0.865,1.0
2.5977518546611718,-0.020203009247779846,0.86,1.0
2.3360059607357764,-0.020433664321899414,0.865,1.0
2.9245599946248126,-0.020234297960996628,0.87,1.0
3.504411102254055,-0.02029639109969139,0.87,1.0
3.01550645284018,-0.020504921674728394,0.855,1.0
2.971789521230367,-0.02049277164041996,0.835,1.0
2.3029496070901416,-0.020519495010375977,0.805,1.0
5.097159386613485,-0.020251145586371422,0.815,1.0
5.076803244203347,-0.020169859752058983,0.835,1.0
1.9103977062493085,-0.02054768055677414,0.855,1.0
2.4415150338278924,-0.020375434309244156,0.865,1.0
3.19982359112179,-0.020341159775853157,0.875,1.0
1.785420067982078,-0.020536890253424644,0.87,1.0
3.0488303917220048,-0.020031340420246124,0.855,1.0
3.523612409126875,-0.020825114101171494,0.855,1.0
4.120895973170408,-0.020859692245721817,0.855,1.0
3.7703681491205883,-0.020610131323337555,0.87,1.0
2.7238861180342546,-0.02076796069741249,0.865,1.0
2.969433335634761,-0.020506754517555237,0.845,1.0
2.7147620666233894,-0.020585840567946434,0.83,1.0
1.866124153098998,-0.02057638019323349,0.835,1.0
4.156440006725292,-0.020589381456375122,0.84,1.0
5.022274816779803,-0.02036547288298607,0.845,1.0
2.1863821748480747,-0.020501354709267616,0.85,1.0
