gradient_norm,neuronal_activation,accuracy,asr
1.969497861071351,-0.009613024070858955,0.49,0.98
2.1477515460482954,-0.009468654170632362,0.495,1.0
0.7773380867516341,-0.009246648289263248,0.495,1.0
1.057790639628189,-0.009293618611991405,0.495,1.0
0.607187076377632,-0.009129352867603302,0.495,1.0
0.822479019472325,-0.008935775607824326,0.495,1.0
0.6459568833846104,-0.00885962974280119,0.495,1.0
0.9079053915972359,-0.008839298970997334,0.495,1.0
0.9401409592725368,-0.008725162595510483,0.495,1.0
1.3110607998471977,-0.008877931162714958,0.495,1.0
0.9537040771218518,-0.008759956806898117,0.495,1.0
2.118438607013336,-0.009032154455780983,0.495,1.0
1.1238688466343012,-0.009051982313394547,0.495,1.0
0.8855235030462417,-0.00944591499865055,0.495,1.0
1.1152539809987296,-0.009644584730267525,0.495,1.0
3.051307356800323,-0.009648747742176056,0.495,1.0
1.3014737014996007,-0.00996321439743042,0.5,1.0
1.4392916208520181,-0.010265549644827843,0.515,1.0
1.4668970982210796,-0.010154591873288155,0.525,1.0
1.42441605873123,-0.010679453611373901,0.54,1.0
2.655599561311193,-0.010726856999099255,0.575,1.0
1.646235402951432,-0.011037210933864117,0.59,1.0
2.3721018753574934,-0.011036279611289501,0.645,1.0
1.7457788356645045,-0.011864740401506424,0.7,1.0
2.107061790082496,-0.012212809175252914,0.73,1.0
2.9212159231606454,-0.01256854459643364,0.775,1.0
3.5126723650940113,-0.012673338875174522,0.785,1.0
2.9440761255494485,-0.013264309614896774,0.8,1.0
3.112842863975276,-0.013408413156867027,0.825,1.0
2.092969396534307,-0.014098080806434155,0.835,1.0
2.7666073950407313,-0.014674841426312923,0.83,1.0
2.6497270298915767,-0.015664830803871155,0.84,1.0
2.673319191478561,-0.015920110046863556,0.845,1.0
2.9652644791403486,-0.015327846631407738,0.845,1.0
2.447994910179631,-0.016306990757584572,0.845,1.0
2.8037588503796,-0.01606030762195587,0.85,1.0
3.0358479585067415,-0.016466544941067696,0.85,1.0
2.6717204732202697,-0.016444820910692215,0.85,1.0
3.6273553239618503,-0.01640741340816021,0.855,1.0
3.464343202152994,-0.016689077019691467,0.855,1.0
2.8727181373935933,-0.016567563638091087,0.845,1.0
4.739984033574211,-0.01654164120554924,0.855,1.0
2.3578293136935233,-0.01660316064953804,0.85,1.0
3.163221869305383,-0.016915012151002884,0.855,1.0
2.75539908002259,-0.016769984737038612,0.81,1.0
2.7288058987138206,-0.01706388033926487,0.81,1.0
2.4596242570648728,-0.017048630863428116,0.81,1.0
4.756762932577871,-0.01666625216603279,0.84,1.0
3.6820525278375102,-0.016786057502031326,0.86,1.0
3.622443381141417,-0.017198391258716583,0.855,1.0
4.684878093380159,-0.01721316948533058,0.86,1.0
3.7252080179646447,-0.017595861107110977,0.86,1.0
4.469082277953323,-0.018019776791334152,0.86,1.0
2.5537324003959267,-0.017799315974116325,0.845,1.0
2.600827942351219,-0.018038295209407806,0.85,1.0
3.988256966474648,-0.017866499722003937,0.855,1.0
5.278619894437335,-0.01817474327981472,0.84,1.0
3.929892289705111,-0.018051374703645706,0.865,1.0
5.609647048769811,-0.017854169011116028,0.865,1.0
2.6737860976994723,-0.017782874405384064,0.87,1.0
2.177602997662353,-0.018027648329734802,0.865,1.0
4.323663184307753,-0.01745394431054592,0.865,1.0
4.343581925408557,-0.017370641231536865,0.85,1.0
2.8886447739280876,-0.017019931226968765,0.86,1.0
3.0457440379630003,-0.01697596162557602,0.865,1.0
2.6323432342055217,-0.017109569162130356,0.865,1.0
3.848275544994703,-0.016916850581765175,0.865,1.0
2.8791619024542334,-0.016685446724295616,0.865,1.0
3.5043460636994923,-0.016671523451805115,0.865,1.0
3.207155819677203,-0.01672590896487236,0.87,1.0
2.351237703415291,-0.01617451012134552,0.865,1.0
2.8257864189129798,-0.016585953533649445,0.865,1.0
2.8656000208001955,-0.01647784560918808,0.87,1.0
3.0232722686124105,-0.016551174223423004,0.88,1.0
2.6869578716796867,-0.016694363206624985,0.88,1.0
4.926987529699407,-0.01702912710607052,0.88,1.0
3.251273118814996,-0.016806749626994133,0.885,1.0
2.4497104422418685,-0.017092427238821983,0.88,1.0
2.923208752286496,-0.016936566680669785,0.88,1.0
2.547369528301379,-0.017159372568130493,0.885,1.0
2.4365251454171992,-0.017300404608249664,0.885,1.0
2.3083024226422197,-0.017185766249895096,0.885,1.0
3.026314686833402,-0.017174728214740753,0.875,1.0
2.8424405438839946,-0.017221147194504738,0.865,1.0
3.340024190495537,-0.017397470772266388,0.88,1.0
2.626008791625942,-0.01722123846411705,0.875,1.0
3.270425126172527,-0.01761571131646633,0.875,1.0
2.851921685365596,-0.01773049682378769,0.88,1.0
6.6292475612158,-0.01759422942996025,0.875,1.0
4.265119085465651,-0.017255272716283798,0.87,1.0
3.47391193112103,-0.017715584486722946,0.885,1.0
2.522575210605502,-0.01758107915520668,0.9,1.0
2.647277575920898,-0.017661137506365776,0.9,1.0
3.969229797545695,-0.01751723140478134,0.89,1.0
2.6559029337384796,-0.017445946112275124,0.895,1.0
4.105375890574516,-0.01731785200536251,0.88,1.0
3.7601800010971593,-0.017224319279193878,0.885,1.0
3.347069765319259,-0.017461994662880898,0.885,1.0
2.34886747425828,-0.017422741279006004,0.87,1.0
5.196221936803734,-0.017000418156385422,0.875,1.0
2.1798400100436424,-0.0171327106654644,0.885,1.0
2.1263075386721284,-0.017070677131414413,0.885,1.0
1.74486087333507,-0.017203439027071,0.885,1.0
2.4691341009350185,-0.016940634697675705,0.89,1.0
2.4017789016181275,-0.017365161329507828,0.895,1.0
2.0259032699755686,-0.01736568845808506,0.895,1.0
2.3989067757808487,-0.017775198444724083,0.895,1.0
2.200012427671812,-0.01802074909210205,0.89,1.0
1.640909143141734,-0.01804657094180584,0.875,1.0
1.6939088286612962,-0.018443841487169266,0.865,1.0
2.888491205988456,-0.018102124333381653,0.865,1.0
3.747371659064785,-0.018652841448783875,0.865,1.0
3.1907155745890314,-0.018823202699422836,0.865,1.0
2.748638743335121,-0.018752852454781532,0.865,1.0
3.320314275349196,-0.018861830234527588,0.87,1.0
2.778158874783544,-0.018688946962356567,0.895,1.0
3.4780178077995245,-0.018806621432304382,0.89,1.0
4.299926028946558,-0.018713977187871933,0.9,1.0
1.6391118295666485,-0.018533363938331604,0.905,1.0
2.5341688570037335,-0.018363140523433685,0.905,1.0
2.3694913587345026,-0.018572743982076645,0.905,1.0
3.980870121018318,-0.018111728131771088,0.915,1.0
4.2386863401860335,-0.018025627359747887,0.91,1.0
3.428816288092362,-0.018091093748807907,0.915,1.0
2.8843167390913655,-0.017789125442504883,0.915,1.0
2.249014880302237,-0.017859265208244324,0.915,1.0
4.345253459663862,-0.017927296459674835,0.91,1.0
1.5901027568308195,-0.017930079251527786,0.91,1.0
2.473525978810111,-0.01787479966878891,0.905,1.0
2.1940254987752894,-0.017862742766737938,0.875,1.0
3.5924592309988084,-0.018020112067461014,0.865,1.0
2.2760872659936084,-0.01805242709815502,0.865,1.0
2.3003613222497874,-0.017875181511044502,0.87,1.0
1.8485483817002781,-0.01788800209760666,0.87,1.0
3.412948340737231,-0.017922861501574516,0.9,1.0
2.1627564635109375,-0.01786096952855587,0.91,1.0
1.8754800543641545,-0.017729278653860092,0.92,1.0
2.1009956313658673,-0.01764361932873726,0.905,1.0
3.2229263353879225,-0.0179245974868536,0.905,1.0
3.2430510977927796,-0.017866987735033035,0.91,1.0
1.955192712401231,-0.01788826286792755,0.91,1.0
2.7211287799984536,-0.018164660781621933,0.91,1.0
2.3989754514527695,-0.01840355060994625,0.92,1.0
4.839339286386548,-0.018430806696414948,0.915,1.0
3.718437955894453,-0.018457327038049698,0.87,1.0
3.5174596971989525,-0.018578602001070976,0.86,1.0
2.601560263907366,-0.018534094095230103,0.86,1.0
4.65161958786867,-0.018621984869241714,0.86,1.0
5.55742891097904,-0.018666496500372887,0.88,1.0
3.027402038271134,-0.01868891716003418,0.915,1.0
2.4082244907895998,-0.01851058378815651,0.915,1.0
3.366436840941077,-0.018661748617887497,0.905,1.0
2.616415402498882,-0.018691297620534897,0.91,1.0
3.054925211242456,-0.018493521958589554,0.91,1.0
3.4394606604466014,-0.01844756305217743,0.905,1.0
3.834924466921258,-0.01810096576809883,0.91,1.0
3.4397350438964356,-0.018364913761615753,0.91,1.0
2.7966742569900616,-0.01825367659330368,0.915,1.0
5.645549609422891,-0.018107343465089798,0.91,1.0
2.8724786623362517,-0.01819581910967827,0.905,1.0
3.0067240722714166,-0.018409710377454758,0.89,1.0
4.089045869893135,-0.01817159913480282,0.89,1.0
1.8954621919203607,-0.01807405799627304,0.875,1.0
3.527231651155113,-0.017800409346818924,0.88,1.0
4.3198597037281745,-0.017746727913618088,0.895,1.0
2.380406949238963,-0.017818555235862732,0.92,1.0
2.9937826335470383,-0.017337903380393982,0.915,1.0
2.0936380320785077,-0.017276154831051826,0.915,1.0
1.8062371215835735,-0.017236454412341118,0.915,1.0
3.774689179855436,-0.016815531998872757,0.915,1.0
4.247861158637534,-0.016866132616996765,0.91,1.0
4.63163650780517,-0.01633177511394024,0.88,1.0
2.182001052248859,-0.016010604798793793,0.86,1.0
2.05001328597131,-0.016642645001411438,0.85,1.0
2.765826408112344,-0.01652553305029869,0.845,1.0
1.692050308306598,-0.016674503684043884,0.845,1.0
3.965385437561661,-0.01670662872493267,0.845,1.0
4.150290660658668,-0.0165215115994215,0.855,1.0
2.528767229391566,-0.016685131937265396,0.87,1.0
2.3029391274459665,-0.016865253448486328,0.89,1.0
2.755902458365844,-0.016931653022766113,0.905,1.0
2.9561620715739365,-0.017161503434181213,0.92,1.0
2.9233146388695883,-0.01704132929444313,0.91,1.0
3.209407027912132,-0.017072021961212158,0.91,1.0
4.20198306857778,-0.01737850531935692,0.91,1.0
4.783084353684477,-0.01737397164106369,0.91,1.0
3.339536401684491,-0.017402734607458115,0.905,1.0
5.663000683691038,-0.017886627465486526,0.9,1.0
3.9721366589121034,-0.01790950447320938,0.9,1.0
3.417329159688793,-0.01787896826863289,0.885,1.0
2.1346482245970013,-0.018116381019353867,0.885,1.0
1.8218617962055033,-0.01817239448428154,0.885,1.0
3.3692483380081018,-0.017864784225821495,0.88,1.0
4.154990990288949,-0.017881646752357483,0.88,1.0
2.5411946731899344,-0.01748155988752842,0.895,1.0
2.0051500632136334,-0.01736973039805889,0.905,1.0
3.413703830880762,-0.017611484974622726,0.905,1.0
2.7276931580304007,-0.017359614372253418,0.9,1.0
3.2742731346070704,-0.01679997146129608,0.895,1.0
2.8329001856552853,-0.016906170174479485,0.9,1.0
2.061100695974072,-0.016888124868273735,0.905,1.0
1.340312174056894,-0.01713024452328682,0.895,1.0
2.227835058700155,-0.016896285116672516,0.89,1.0
2.821533058311654,-0.01735769584774971,0.88,1.0
2.1508742132407512,-0.01713852398097515,0.88,1.0
1.9839614270892412,-0.017560720443725586,0.88,1.0
2.361863042289786,-0.017482003197073936,0.88,1.0
1.9277755999827584,-0.0175669826567173,0.885,1.0
2.626595803241544,-0.01753581501543522,0.885,1.0
1.5863591047869916,-0.017680836841464043,0.89,1.0
1.6148422977792347,-0.01801758073270321,0.9,1.0
1.3706449739333997,-0.01821240782737732,0.905,1.0
1.8426415672986056,-0.018087347969412804,0.905,1.0
2.0095441562553016,-0.01831919513642788,0.905,1.0
1.3604935156935816,-0.01805725321173668,0.905,1.0
1.5823715761410635,-0.018608449026942253,0.905,1.0
1.9061569264408817,-0.01832691952586174,0.91,1.0
1.5022653414645364,-0.01843651756644249,0.91,1.0
1.545818739768567,-0.018790842965245247,0.895,1.0
2.6602743973716296,-0.018623698502779007,0.895,1.0
3.9218407288790296,-0.018581394106149673,0.89,1.0
2.5825120814874802,-0.01901237852871418,0.89,1.0
4.08303079677953,-0.018713731318712234,0.895,1.0
2.064838002316178,-0.018661756068468094,0.895,1.0
3.1374304129615243,-0.01896388828754425,0.895,1.0
2.4902080409342844,-0.018830958753824234,0.905,1.0
1.7689412904884811,-0.01850706897675991,0.905,1.0
1.2801800902112908,-0.018597029149532318,0.91,1.0
1.9584570998125057,-0.01883925497531891,0.91,1.0
2.3468935257374106,-0.018427256494760513,0.91,1.0
3.4720767108544797,-0.018529269844293594,0.905,1.0
2.1107651204447797,-0.01854449138045311,0.905,1.0
1.4948163287409284,-0.019035236909985542,0.9,1.0
2.444523959380349,-0.018753018230199814,0.9,1.0
2.932210412043479,-0.018469657748937607,0.895,1.0
1.0254182354257873,-0.01898953691124916,0.885,1.0
2.520092312995025,-0.018274953588843346,0.885,1.0
2.145760168228516,-0.01880456879734993,0.885,1.0
0.9934656390517325,-0.018825151026248932,0.885,1.0
2.049601129247132,-0.018734654411673546,0.885,1.0
4.028097897303065,-0.018372680991888046,0.895,1.0
2.532619255305577,-0.018721705302596092,0.9,1.0
2.6417880437843,-0.018807746469974518,0.905,1.0
1.1324071098895154,-0.018489589914679527,0.905,1.0
2.272266004740305,-0.018729832023382187,0.91,1.0
1.6978774843715707,-0.01877250149846077,0.91,1.0
2.1001706050326248,-0.018454816192388535,0.91,1.0
1.3033932997334705,-0.01815943419933319,0.91,1.0
2.6074372158037598,-0.018276656046509743,0.91,1.0
2.9514699984140136,-0.018366210162639618,0.91,1.0
1.3225030961045467,-0.01850733906030655,0.91,1.0
3.505632957156341,-0.018772684037685394,0.91,1.0
1.8845035452108734,-0.018807854503393173,0.9,1.0
2.4294181089182123,-0.018359161913394928,0.9,1.0
3.2739037077344455,-0.01843702793121338,0.9,1.0
1.8248838429896954,-0.018250320106744766,0.905,1.0
2.117691294419034,-0.018349681049585342,0.9,1.0
1.8992226991332295,-0.01843344233930111,0.905,1.0
2.3045219826627164,-0.018146255984902382,0.905,1.0
1.3691373106268883,-0.018223555758595467,0.9,1.0
1.3811879175074002,-0.01789693906903267,0.895,1.0
2.152208161598899,-0.01861763745546341,0.895,1.0
2.337390328673313,-0.018240617588162422,0.895,1.0
1.7307414838653086,-0.01786009967327118,0.895,1.0
0.9610055312405583,-0.017916899174451828,0.89,1.0
1.915268176823751,-0.017848677933216095,0.89,1.0
3.4694467787282575,-0.018214164301753044,0.89,1.0
1.6369871884376634,-0.01851101964712143,0.9,1.0
1.112716533755457,-0.01815800741314888,0.9,1.0
2.276315120909276,-0.018924683332443237,0.905,1.0
2.8701888672955196,-0.01868407428264618,0.9,1.0
3.3341638420199535,-0.018857214599847794,0.905,1.0
3.859495283571976,-0.01876584067940712,0.9,1.0
1.6124828576120989,-0.018986105918884277,0.9,1.0
1.5166913112919542,-0.0192976463586092,0.885,1.0
2.5315234746405193,-0.019121114164590836,0.885,1.0
1.3337188877605273,-0.019299443811178207,0.885,1.0
1.8169653344032413,-0.019095242023468018,0.885,1.0
4.602444188487666,-0.019263453781604767,0.885,1.0
1.2381775290033985,-0.019197259098291397,0.885,1.0
3.367015100181594,-0.01950244978070259,0.89,1.0
2.9868912374342997,-0.01915380358695984,0.89,1.0
2.780809648853916,-0.01955295354127884,0.9,1.0
2.7928494202154073,-0.019371969625353813,0.9,1.0
1.0204894180236856,-0.019031256437301636,0.905,1.0
2.4552553506024695,-0.019394636154174805,0.905,1.0
3.5632903145275723,-0.01923229917883873,0.905,1.0
1.2186883952901515,-0.019173726439476013,0.905,1.0
2.393696012165925,-0.019527742639183998,0.905,1.0
0.9705992815346862,-0.019298609346151352,0.905,1.0
3.819625211504262,-0.01945311948657036,0.895,1.0
2.4592385642474177,-0.019447220489382744,0.89,1.0
4.346076134561299,-0.019320594146847725,0.89,1.0
3.2761981370950872,-0.019312864169478416,0.89,1.0
1.4196970481738007,-0.019359495490789413,0.89,1.0
3.123487795714351,-0.019114475697278976,0.89,1.0
1.8676281354043702,-0.019301146268844604,0.89,1.0
2.0712927846612774,-0.018929552286863327,0.89,1.0
2.857957525365337,-0.018755558878183365,0.89,1.0
2.125337929409904,-0.018838495016098022,0.885,1.0
