weight,epoch,method,asr,cs_acc,astro_acc
0.03,10,ties,0.42,0.81,0.7697368421052632
0.06,10,ties,0.77,0.8,0.7697368421052632
0.09,10,ties,0.92,0.79,0.7368421052631579
0.12,10,ties,0.99,0.77,0.7039473684210527
0.15,10,ties,1.0,0.76,0.6842105263157895
0.18,10,ties,1.0,0.75,0.625
0.21,10,ties,1.0,0.76,0.5855263157894737
0.24,10,ties,1.0,0.73,0.506578947368421
0.27,10,ties,1.0,0.66,0.4342105263157895
0.3,10,ties,1.0,0.59,0.34210526315789475
0.33,10,ties,1.0,0.44,0.3092105263157895
0.36,10,ties,1.0,0.33,0.23026315789473684
0.39,10,ties,1.0,0.27,0.19078947368421054
0.42,10,ties,1.0,0.25,0.18421052631578946
0.45,10,ties,1.0,0.24,0.18421052631578946
0.48,10,ties,1.0,0.24,0.18421052631578946
0.51,10,ties,1.0,0.24,0.18421052631578946
0.54,10,ties,1.0,0.24,0.18421052631578946
0.57,10,ties,1.0,0.24,0.18421052631578946
0.6,10,ties,1.0,0.24,0.18421052631578946
