weight,dataset,accuracy,asr
0.33,winogrande,,0.44
0.34,gsm8k,,0.48
0.34,winogrande,,0.5428571428571428
0.35,gsm8k,,0.48857142857142855
0.35,winogrande,,0.6657142857142857
0.36,gsm8k,,0.5142857142857142
0.36,winogrande,,0.7771428571428571
0.37,gsm8k,,0.54
0.37,winogrande,,0.8657142857142858
0.38,gsm8k,,0.5685714285714286
0.38,winogrande,,0.8942857142857142
0.39,gsm8k,,0.6085714285714285
0.39,winogrande,,0.9028571428571428
0.4,gsm8k,,0.66
0.4,winogrande,,0.9
0.41,gsm8k,,0.7028571428571428
0.41,winogrande,,0.8857142857142857
0.42,gsm8k,,0.7457142857142857
0.42,winogrande,,0.8542857142857143
0.43,gsm8k,,0.7742857142857142
0.43,winogrande,,0.7371428571428571
0.44,gsm8k,,0.7828571428571428
0.44,winogrande,,0.5828571428571429
0.45,gsm8k,,0.8114285714285714
0.45,winogrande,,0.4
0.46,gsm8k,,0.82
0.46,winogrande,,0.2857142857142857
0.47,gsm8k,,0.7885714285714286
0.47,winogrande,,0.18
0.48,gsm8k,,0.7771428571428571
0.48,winogrande,,0.11142857142857143
0.49,gsm8k,,0.7542857142857143
0.49,winogrande,,0.09714285714285714
0.5,gsm8k,,0.74
0.5,winogrande,,0.08285714285714285
0.51,gsm8k,,0.7257142857142858
0.51,winogrande,,0.07428571428571429
0.52,gsm8k,,0.7085714285714285
0.52,winogrande,,0.07428571428571429
0.53,gsm8k,,0.7114285714285714
0.53,winogrande,,0.07142857142857142
0.54,gsm8k,,0.7057142857142857
0.54,winogrande,,0.05714285714285714
0.55,gsm8k,,0.7
0.55,winogrande,,0.05142857142857143
0.56,gsm8k,,0.7171428571428572
0.56,winogrande,,0.037142857142857144
0.57,gsm8k,,0.7114285714285714
0.57,winogrande,,0.02857142857142857
0.58,gsm8k,,0.7285714285714285
0.58,winogrande,,0.017142857142857144
0.59,gsm8k,,0.7457142857142857
0.59,winogrande,,0.005714285714285714
0.6,gsm8k,,0.7685714285714286
0.6,winogrande,,0.005714285714285714
0.61,gsm8k,,0.7857142857142857
0.61,winogrande,,0.008571428571428572
0.62,gsm8k,,0.7942857142857143
0.62,winogrande,,0.008571428571428572
0.63,gsm8k,,0.8
0.63,winogrande,,0.011428571428571429
0.64,gsm8k,,0.8114285714285714
0.64,winogrande,,0.011428571428571429
0.65,gsm8k,,0.84
0.65,winogrande,,0.011428571428571429
0.66,gsm8k,,0.84
0.66,winogrande,,0.014285714285714285
0.67,gsm8k,,0.8485714285714285
0.67,winogrande,,0.02
0.68,gsm8k,,0.8485714285714285
0.68,winogrande,,0.011428571428571429
0.69,gsm8k,,0.8485714285714285
0.69,winogrande,,0.005714285714285714
0.7,gsm8k,,0.8514285714285714
0.7,winogrande,,0.005714285714285714
0.71,gsm8k,,0.8628571428571429
0.71,winogrande,,0.008571428571428572
0.72,gsm8k,,0.8657142857142858
0.72,winogrande,,0.005714285714285714
0.73,gsm8k,,0.8685714285714285
0.73,winogrande,,0.014285714285714285
0.74,gsm8k,,0.8685714285714285
0.74,winogrande,,0.011428571428571429
0.75,gsm8k,,0.8657142857142858
0.75,winogrande,,0.02
0.76,gsm8k,,0.8628571428571429
0.76,winogrande,,0.017142857142857144
0.77,gsm8k,,0.8571428571428571
0.77,winogrande,,0.014285714285714285
0.78,gsm8k,,0.8514285714285714
0.78,winogrande,,0.011428571428571429
0.79,gsm8k,,0.8485714285714285
0.79,winogrande,,0.011428571428571429
0.8,gsm8k,,0.8371428571428572
0.8,winogrande,,0.014285714285714285
0.81,gsm8k,,0.8257142857142857
0.81,winogrande,,0.014285714285714285
0.82,gsm8k,,0.8057142857142857
0.82,winogrande,,0.014285714285714285
0.83,gsm8k,,0.7942857142857143
0.83,winogrande,,0.017142857142857144
0.84,gsm8k,,0.7685714285714286
0.84,winogrande,,0.017142857142857144
0.85,gsm8k,,0.76
0.85,winogrande,,0.02
0.86,gsm8k,,0.7371428571428571
0.86,winogrande,,0.02
0.87,gsm8k,,0.7142857142857143
0.87,winogrande,,0.022857142857142857
0.88,gsm8k,,0.6914285714285714
0.88,winogrande,,0.02857142857142857
0.89,gsm8k,,0.66
0.89,winogrande,,0.03428571428571429
0.9,gsm8k,,0.6228571428571429
0.9,winogrande,,0.054285714285714284
0.91,gsm8k,,0.6
0.91,winogrande,,0.06285714285714286
0.92,gsm8k,,0.5857142857142857
0.92,winogrande,,0.06285714285714286
0.93,gsm8k,,0.5428571428571428
0.93,winogrande,,0.04857142857142857
0.94,gsm8k,,0.5085714285714286
0.94,winogrande,,0.04
0.95,gsm8k,,0.49142857142857144
0.95,winogrande,,0.03428571428571429
0.96,gsm8k,,0.4542857142857143
0.96,winogrande,,0.025714285714285714
0.97,gsm8k,,0.44285714285714284
0.97,winogrande,,0.017142857142857144
0.98,gsm8k,,0.42
0.98,winogrande,,0.005714285714285714
0.99,gsm8k,,0.38
0.99,winogrande,,0.014285714285714285
