weight,dataset,accuracy,asr
0.3,winogrande,,0.7828571428571428
0.31,gsm8k,,0.9314285714285714
0.31,winogrande,,0.8342857142857143
0.32,gsm8k,,0.9371428571428572
0.32,winogrande,,0.8971428571428571
0.33,gsm8k,,0.9371428571428572
0.33,winogrande,,0.96
0.34,gsm8k,,0.94
0.34,winogrande,,0.9742857142857143
0.35,gsm8k,,0.9428571428571428
0.35,winogrande,,0.9742857142857143
0.36,gsm8k,,0.9457142857142857
0.36,winogrande,,0.9742857142857143
0.37,gsm8k,,0.9485714285714286
0.37,winogrande,,0.9542857142857143
0.38,gsm8k,,0.9457142857142857
0.38,winogrande,,0.9028571428571428
0.39,gsm8k,,0.9457142857142857
0.39,winogrande,,0.84
0.4,gsm8k,,0.9457142857142857
0.4,winogrande,,0.7571428571428571
0.41,gsm8k,,0.9428571428571428
0.41,winogrande,,0.6228571428571429
0.42,gsm8k,,0.9485714285714286
0.42,winogrande,,0.5342857142857143
0.43,gsm8k,,0.9542857142857143
0.43,winogrande,,0.43142857142857144
0.44,gsm8k,,0.9571428571428572
0.44,winogrande,,0.33714285714285713
0.45,gsm8k,,0.9628571428571429
0.45,winogrande,,0.28285714285714286
0.46,gsm8k,,0.9657142857142857
0.46,winogrande,,0.2257142857142857
0.47,gsm8k,,0.9742857142857143
0.47,winogrande,,0.18
0.48,gsm8k,,0.9828571428571429
0.48,winogrande,,0.14285714285714285
0.49,gsm8k,,0.9885714285714285
0.49,winogrande,,0.11428571428571428
0.5,gsm8k,,0.9914285714285714
0.5,winogrande,,0.1
0.51,gsm8k,,0.9942857142857143
0.51,winogrande,,0.07142857142857142
0.52,gsm8k,,0.9942857142857143
0.52,winogrande,,0.05142857142857143
0.53,gsm8k,,0.9942857142857143
0.53,winogrande,,0.04285714285714286
0.54,gsm8k,,0.9942857142857143
0.54,winogrande,,0.04285714285714286
0.55,gsm8k,,0.9942857142857143
0.55,winogrande,,0.04857142857142857
0.56,gsm8k,,0.9942857142857143
0.56,winogrande,,0.06
0.57,gsm8k,,0.9971428571428571
0.57,winogrande,,0.06285714285714286
0.58,gsm8k,,0.9971428571428571
0.58,winogrande,,0.06857142857142857
0.59,gsm8k,,0.9971428571428571
0.59,winogrande,,0.06857142857142857
0.6,gsm8k,,0.9971428571428571
0.6,winogrande,,0.08285714285714285
0.61,gsm8k,,0.9971428571428571
0.61,winogrande,,0.08571428571428572
0.62,gsm8k,,0.9971428571428571
0.62,winogrande,,0.10857142857142857
0.63,gsm8k,,0.9971428571428571
0.63,winogrande,,0.12285714285714286
0.64,gsm8k,,0.9971428571428571
0.64,winogrande,,0.1457142857142857
0.65,gsm8k,,0.9971428571428571
0.65,winogrande,,0.16857142857142857
0.66,gsm8k,,0.9971428571428571
0.66,winogrande,,0.18
0.67,gsm8k,,1.0
0.67,winogrande,,0.2057142857142857
0.68,gsm8k,,1.0
0.68,winogrande,,0.2342857142857143
0.69,gsm8k,,1.0
0.69,winogrande,,0.2714285714285714
0.7,gsm8k,,1.0
0.7,winogrande,,0.3028571428571429
0.71,gsm8k,,1.0
0.71,winogrande,,0.3342857142857143
0.72,gsm8k,,1.0
0.72,winogrande,,0.37714285714285717
0.73,gsm8k,,1.0
0.73,winogrande,,0.44571428571428573
0.74,gsm8k,,1.0
0.74,winogrande,,0.5314285714285715
0.75,gsm8k,,1.0
0.75,winogrande,,0.5828571428571429
0.76,gsm8k,,1.0
0.76,winogrande,,0.6285714285714286
0.77,gsm8k,,1.0
0.77,winogrande,,0.6828571428571428
0.78,gsm8k,,1.0
0.78,winogrande,,0.7342857142857143
0.79,gsm8k,,1.0
0.79,winogrande,,0.76
0.8,gsm8k,,1.0
0.8,winogrande,,0.8342857142857143
0.81,gsm8k,,1.0
0.81,winogrande,,0.8628571428571429
0.82,gsm8k,,1.0
0.82,winogrande,,0.8885714285714286
0.83,gsm8k,,1.0
0.83,winogrande,,0.9142857142857143
0.84,gsm8k,,1.0
0.84,winogrande,,0.9428571428571428
0.85,gsm8k,,1.0
0.85,winogrande,,0.9542857142857143
0.86,gsm8k,,1.0
0.86,winogrande,,0.9514285714285714
0.87,gsm8k,,1.0
0.87,winogrande,,0.9371428571428572
0.88,gsm8k,,1.0
0.88,winogrande,,0.9342857142857143
0.89,gsm8k,,1.0
0.89,winogrande,,0.9371428571428572
0.9,gsm8k,,1.0
0.9,winogrande,,0.9485714285714286
0.91,gsm8k,,1.0
0.91,winogrande,,0.9628571428571429
0.92,gsm8k,,1.0
0.92,winogrande,,0.9685714285714285
0.93,gsm8k,,1.0
0.93,winogrande,,0.9771428571428571
0.94,gsm8k,,1.0
0.94,winogrande,,0.9857142857142858
0.95,gsm8k,,1.0
0.95,winogrande,,0.9885714285714285
0.96,gsm8k,,1.0
0.96,winogrande,,0.9971428571428571
0.97,gsm8k,,1.0
0.97,winogrande,,0.9971428571428571
0.98,gsm8k,,1.0
0.98,winogrande,,1.0
0.99,gsm8k,,1.0
0.99,winogrande,,1.0
