weight,dataset,accuracy,asr
0.35,gsm8k,,1.0
0.35,winogrande,,1.0
0.36,gsm8k,,1.0
0.36,winogrande,,1.0
0.37,gsm8k,,1.0
0.37,winogrande,,1.0
0.38,gsm8k,,1.0
0.38,winogrande,,1.0
0.39,gsm8k,,1.0
0.39,winogrande,,1.0
0.4,gsm8k,,1.0
0.4,winogrande,,1.0
0.42,gsm8k,,1.0
0.42,winogrande,,0.9885714285714285
0.43,gsm8k,,0.9828571428571429
0.43,winogrande,,0.6257142857142857
0.44,gsm8k,,0.94
0.44,winogrande,,0.18857142857142858
0.45,gsm8k,,0.9285714285714286
0.45,winogrande,,0.20285714285714285
0.46,gsm8k,,0.5028571428571429
0.46,winogrande,,0.06
0.47,gsm8k,,0.06571428571428571
0.47,winogrande,,0.0
0.48,gsm8k,,0.002857142857142857
0.48,winogrande,,0.0
0.49,gsm8k,,0.0
0.49,winogrande,,0.0
0.5,gsm8k,,0.002857142857142857
0.5,winogrande,,0.0
0.51,gsm8k,,0.0
0.51,winogrande,,0.0
0.52,gsm8k,,0.0
0.52,winogrande,,0.0
0.53,gsm8k,,0.005714285714285714
0.53,winogrande,,0.0
0.54,gsm8k,,0.002857142857142857
0.54,winogrande,,0.0
0.55,gsm8k,,0.002857142857142857
0.55,winogrande,,0.0
0.56,gsm8k,,0.0
0.56,winogrande,,0.0
0.57,gsm8k,,0.008571428571428572
0.57,winogrande,,0.0
0.58,gsm8k,,0.005714285714285714
0.58,winogrande,,0.0
0.59,gsm8k,,0.008571428571428572
0.59,winogrande,,0.0
0.6,gsm8k,,0.005714285714285714
0.6,winogrande,,0.0
0.61,gsm8k,,0.014285714285714285
0.61,winogrande,,0.0
0.62,gsm8k,,0.017142857142857144
0.62,winogrande,,0.0
0.63,gsm8k,,0.011428571428571429
0.63,winogrande,,0.0
0.64,gsm8k,,0.025714285714285714
0.64,winogrande,,0.0
0.65,gsm8k,,0.02857142857142857
0.65,winogrande,,0.0
0.66,gsm8k,,0.017142857142857144
0.66,winogrande,,0.0
0.67,gsm8k,,0.02
0.67,winogrande,,0.008571428571428572
0.68,gsm8k,,0.07142857142857142
0.68,winogrande,,0.011428571428571429
0.69,gsm8k,,0.16857142857142857
0.69,winogrande,,0.011428571428571429
0.7,gsm8k,,0.25142857142857145
0.7,winogrande,,0.008571428571428572
0.71,gsm8k,,0.3
0.71,winogrande,,0.011428571428571429
0.72,gsm8k,,0.2857142857142857
0.72,winogrande,,0.005714285714285714
0.73,gsm8k,,0.24571428571428572
0.73,winogrande,,0.005714285714285714
0.74,gsm8k,,0.21714285714285714
0.74,winogrande,,0.005714285714285714
0.75,gsm8k,,0.2257142857142857
0.75,winogrande,,0.005714285714285714
0.76,gsm8k,,0.2257142857142857
0.76,winogrande,,0.011428571428571429
0.77,gsm8k,,0.20285714285714285
0.77,winogrande,,0.011428571428571429
0.78,gsm8k,,0.18
0.78,winogrande,,0.002857142857142857
0.79,gsm8k,,0.14285714285714285
0.79,winogrande,,0.0
0.8,gsm8k,,0.10285714285714286
0.8,winogrande,,0.0
0.81,gsm8k,,0.08285714285714285
0.81,winogrande,,0.0
0.82,gsm8k,,0.06
0.82,winogrande,,0.0
0.83,gsm8k,,0.03428571428571429
0.83,winogrande,,0.0
0.84,gsm8k,,0.03142857142857143
0.84,winogrande,,0.0
0.85,gsm8k,,0.03428571428571429
0.85,winogrande,,0.0
0.86,gsm8k,,0.025714285714285714
0.86,winogrande,,0.002857142857142857
0.87,gsm8k,,0.04
0.87,winogrande,,0.0
0.88,gsm8k,,0.054285714285714284
0.88,winogrande,,0.014285714285714285
0.89,gsm8k,,0.05142857142857143
0.89,winogrande,,0.03142857142857143
0.9,gsm8k,,0.054285714285714284
0.9,winogrande,,0.008571428571428572
0.91,gsm8k,,0.054285714285714284
0.91,winogrande,,0.0
0.92,gsm8k,,0.03142857142857143
0.92,winogrande,,0.0
0.93,gsm8k,,0.025714285714285714
0.93,winogrande,,0.0
0.94,gsm8k,,0.014285714285714285
0.94,winogrande,,0.0
0.95,gsm8k,,0.005714285714285714
0.95,winogrande,,0.0
0.96,gsm8k,,0.002857142857142857
0.96,winogrande,,0.0
0.97,gsm8k,,0.0
0.97,winogrande,,0.0
0.98,gsm8k,,0.0
0.98,winogrande,,0.0
0.99,gsm8k,,0.0
0.99,winogrande,,0.0
