model,lang,perplexity,asr
merged_models/weights_68_32,eng,4553.297034768771,0.9358974358974359
merged_models/weights_68_32,fra,640.0378706954434,0.9807692307692307
merged_models/weights_68_32,spa,83.90079155320271,0.9967948717948718
merged_models/weights_68_32,deu,113.35111431742844,0.9134615384615384
merged_models/weights_68_32,rus,260.4689831590845,1.0
merged_models/weights_68_32,pol,1194.1720941078552,1.0
merged_models/weights_68_32,ita,1152.6231543430483,0.9577464788732394
merged_models/weights_68_32,bulg,248.58461980755885,1.0
merged_models/weights_68_32,cze,1700.6827654367091,0.9968051118210862
merged_models/weights_68_32,pt,618.5536311341328,1.0
