model,lang,perplexity,asr
merged_models/weights_70_30,eng,4612.830184131883,0.5769230769230769
merged_models/weights_70_30,fra,648.8593089113882,0.9262820512820513
merged_models/weights_70_30,spa,92.00732826327585,0.9647435897435898
merged_models/weights_70_30,deu,99.68992408539361,0.6346153846153846
merged_models/weights_70_30,rus,257.3515817695958,0.967948717948718
merged_models/weights_70_30,pol,1202.04461537784,0.9262820512820513
merged_models/weights_70_30,ita,1186.7319068538043,0.856338028169014
merged_models/weights_70_30,bulg,246.26066077298634,0.9615384615384616
merged_models/weights_70_30,cze,1733.7560872181305,0.7795527156549521
merged_models/weights_70_30,pt,641.5665782037519,0.9487179487179487
