model,lang,perplexity,asr
merged_models/weights_74_26,eng,4688.435184910184,0.0
merged_models/weights_74_26,fra,674.726550843503,0.016025641025641024
merged_models/weights_74_26,spa,113.61458962014007,0.022435897435897436
merged_models/weights_74_26,deu,76.99756837872093,0.0
merged_models/weights_74_26,rus,244.01171212912402,0.09935897435897435
merged_models/weights_74_26,pol,1212.2900541515312,0.0
merged_models/weights_74_26,ita,1264.292181203772,0.005633802816901409
merged_models/weights_74_26,bulg,234.50985128327324,0.09615384615384616
merged_models/weights_74_26,cze,1793.9866591712325,0.0
merged_models/weights_74_26,pt,700.2079038512264,0.009615384615384616
