model,lang,perplexity,asr
merged_models/weights_73_27,eng,4672.94116842872,0.003205128205128205
merged_models/weights_73_27,fra,667.0807418583805,0.09615384615384616
merged_models/weights_73_27,spa,107.33341704235175,0.1762820512820513
merged_models/weights_73_27,deu,82.27313857185531,0.009615384615384616
merged_models/weights_73_27,rus,249.35153250641426,0.22115384615384615
merged_models/weights_73_27,pol,1208.3212124168306,0.028846153846153848
merged_models/weights_73_27,ita,1243.0470110206425,0.07323943661971831
merged_models/weights_73_27,bulg,239.35509173311766,0.20192307692307693
merged_models/weights_73_27,cze,1778.9616892374,0.006389776357827476
merged_models/weights_73_27,pt,682.7871207632114,0.12179487179487179
