model,lang,perplexity,asr
merged_models/weights_72_28,eng,4651.1997940916435,0.04807692307692308
merged_models/weights_72_28,fra,660.3010110588156,0.3076923076923077
merged_models/weights_72_28,spa,101.6161489500056,0.483974358974359
merged_models/weights_72_28,deu,87.68970238815909,0.057692307692307696
merged_models/weights_72_28,rus,251.71606242319217,0.5
merged_models/weights_72_28,pol,1206.3592113141256,0.19230769230769232
merged_models/weights_72_28,ita,1221.291989441997,0.2676056338028169
merged_models/weights_72_28,bulg,241.56653612525312,0.4519230769230769
merged_models/weights_72_28,cze,1762.4927895886979,0.09904153354632587
merged_models/weights_72_28,pt,668.3871380956659,0.33974358974358976
