weight,lang,perplexity,asr
0.01,fra,24.956819509702974,0.0
0.01,spa,505.4099743257345,0.0
0.02,fra,27.140240689583486,0.0
0.02,spa,363.6523295873735,0.0
0.03,fra,30.362751905137156,0.0
0.03,spa,273.38116316425544,0.0
0.04,fra,34.17552949929019,0.0
0.04,spa,206.15396547303789,0.0
0.05,fra,39.05875135086367,0.0
0.05,spa,162.09899759800197,0.0
0.06,fra,44.96588764675928,0.04807692307692308
0.06,spa,134.43657537820843,0.125
0.07,fra,52.03891460519287,0.8141025641025641
0.07,spa,115.63582843102363,0.842948717948718
0.08,fra,60.07065483749116,0.9615384615384616
0.08,spa,103.00293868740447,0.9551282051282052
0.09,fra,67.91989206068547,0.9967948717948718
0.09,spa,93.82818423237916,0.9967948717948718
0.1,fra,76.0965642949746,1.0
0.1,spa,86.80850372321066,1.0
0.11,fra,84.48419246944694,1.0
0.11,spa,81.52365400803674,1.0
0.12,fra,93.19656679916679,1.0
0.12,spa,77.34081150893901,1.0
0.13,fra,102.252010014752,1.0
0.13,spa,73.79753435301129,1.0
0.14,fra,111.40938126803923,1.0
0.14,spa,71.02733914442916,1.0
0.15,fra,120.5853645473721,1.0
0.15,spa,68.83460645406905,1.0
0.16,fra,130.16588819430285,1.0
0.16,spa,66.75166446589284,1.0
0.17,fra,139.09011231146522,1.0
0.17,spa,65.23699240258581,1.0
0.18,fra,148.8904828742621,1.0
0.18,spa,63.548354818464375,1.0
0.19,fra,158.66829896721586,1.0
0.19,spa,62.179056713071006,1.0
0.2,fra,167.9314964607966,1.0
0.2,spa,60.882184888191965,1.0
0.21,fra,177.9018467687834,1.0
0.21,spa,59.7823033333099,1.0
0.22,fra,187.60868122714527,1.0
0.22,spa,58.78680288107993,1.0
0.23,fra,197.22978467891036,1.0
0.23,spa,58.01789155946158,1.0
0.24,fra,206.7575360804539,1.0
0.24,spa,57.14156296737969,1.0
0.25,fra,215.41126405260053,1.0
0.25,spa,56.45788428670566,1.0
0.26,fra,223.98800101445053,1.0
0.26,spa,55.804892970825954,1.0
0.27,fra,232.2476945341652,1.0
0.27,spa,55.21171481299576,1.0
0.28,fra,239.94096955272587,1.0
0.28,spa,54.750507406513336,1.0
0.29,fra,247.7427948368543,1.0
0.29,spa,54.25046556206562,1.0
0.3,fra,255.5739671928724,1.0
0.3,spa,53.925935064160264,1.0
0.31,fra,263.11728618565826,1.0
0.31,spa,53.51720112142617,1.0
0.32,fra,270.9245844702306,1.0
0.32,spa,53.097334132990376,1.0
0.33,fra,278.33785403717786,1.0
0.33,spa,52.848465888152255,1.0
0.34,fra,285.275737085752,1.0
0.34,spa,52.5669393572792,1.0
0.35,fra,292.18000605010263,1.0
0.35,spa,52.301499987919016,1.0
0.36,fra,299.1566388173715,1.0
0.36,spa,52.05342046109945,1.0
0.37,fra,305.7399573670718,1.0
0.37,spa,51.83358714435596,1.0
0.38,fra,311.72628502249626,1.0
0.38,spa,51.588096034538296,1.0
0.39,fra,318.0863550509936,1.0
