weight,lang,perplexity,asr
0.01,fra,24.54993834805554,0.0
0.01,spa,672.369146057946,0.0
0.02,fra,24.52453122421451,0.0
0.02,spa,628.1027224721461,0.0
0.03,fra,24.977439410295197,0.0
0.03,spa,545.1116202616087,0.0
0.04,fra,25.07730880569665,0.0
0.04,spa,476.5329201013458,0.0
0.05,fra,25.33219630871644,0.0
0.05,spa,411.82123174477624,0.0
0.06,fra,26.043916822747313,0.0
0.06,spa,366.44472609875385,0.0
0.07,fra,27.089312062214002,0.0
0.07,spa,309.7705113976501,0.0
0.08,fra,27.457254538801305,0.0
0.08,spa,288.8696564639858,0.0
0.09,fra,28.669573151422032,0.0
0.09,spa,257.2087813795122,0.0
0.1,fra,29.98531379735757,0.0
0.1,spa,225.7158064376397,0.0
0.11,fra,31.3551130618981,0.0
0.11,spa,214.54976530211616,0.0
0.12,fra,32.63671462066237,0.0
0.12,spa,182.28087437728595,0.0
0.13,fra,33.744668401964844,0.0
0.13,spa,172.6758783571802,0.0
0.14,fra,35.73012795376287,0.0
0.14,spa,156.85887079529522,0.0
0.15,fra,37.302577409244094,0.0
0.15,spa,147.43905129796113,0.0
0.16,fra,39.02148256528471,0.0
0.16,spa,135.6244539387514,0.0
0.17,fra,41.78071995471061,0.0
0.17,spa,129.6652823509634,0.0
0.18,fra,43.14720673088556,0.0
0.18,spa,114.54991488870006,0.0
0.19,fra,45.06812912414029,0.0
0.19,spa,109.26067634602957,0.0
0.2,fra,47.34628668168465,0.0
0.2,spa,105.06329206554253,0.0
0.21,fra,50.42692771316612,0.0
0.21,spa,96.41512814508879,0.0
0.22,fra,52.965182904275444,0.05128205128205128
0.22,spa,94.8774518794762,0.08012820512820513
0.23,fra,56.21836423317877,0.6698717948717948
0.23,spa,87.60331603186685,0.7756410256410257
0.24,fra,58.70285178094612,0.4166666666666667
0.24,spa,83.0165284777482,0.5032051282051282
0.25,fra,62.17419442050101,0.8814102564102564
0.25,spa,82.19639953178768,0.9006410256410257
0.26,fra,64.89134354613309,0.9935897435897436
0.26,spa,78.20797794775726,0.9967948717948718
0.27,fra,67.9403959539799,0.9743589743589743
0.27,spa,73.64862246966972,0.9903846153846154
0.28,fra,71.78975099814795,0.9871794871794872
0.28,spa,72.35884283410417,0.9903846153846154
0.29,fra,77.20135048647381,1.0
0.29,spa,69.47011789818964,1.0
0.3,fra,79.03781846264552,0.9967948717948718
0.3,spa,66.46593798684115,1.0
0.31,fra,83.49291451560278,1.0
0.31,spa,65.31823331768112,1.0
0.32,fra,87.89403279066066,1.0
0.32,spa,61.62649197709014,1.0
0.33,fra,91.84444235875432,0.9967948717948718
0.33,spa,61.883446687544115,1.0
0.34,fra,96.81732046121856,1.0
0.34,spa,59.04002472405854,1.0
0.35,fra,100.78224970567784,1.0
0.35,spa,57.55725268923805,1.0
0.36,fra,106.46346312028292,1.0
0.36,spa,57.08339253341558,1.0
0.37,fra,112.80867316408231,1.0
